Field_1,carat,cut,cut_ord,color,clarity,clarity_ord,price
2876,1.13,Ideal,5,H,SI1,3,6281.93780983186
2877,0.4,Premium,4,D,SI2,2,-321.198811457581
2878,0.5,Very Good,3,D,VS2,5,2145.63063838342
2879,0.37,Ideal,5,F,VVS1,7,1682.25755056458
2880,1.12,Very Good,3,I,VS2,5,6214.39980718343
2881,1.28,Ideal,5,G,SI1,3,8082.6890745345
2882,0.66,Very Good,3,E,VVS1,7,4203.02053687298
2883,0.71,Good,2,H,SI1,3,2214.30159966417
2884,0.4,Premium,4,H,VS1,4,630.416869116167
2885,1.28,Ideal,5,H,SI1,3,7615.04960077807
2886,0.42,Premium,4,E,SI2,2,-348.693333666088
2887,1,Very Good,3,H,SI2,2,4022.86750466042
2888,0.41,Premium,4,G,VS1,4,1186.93046226901
2889,0.52,Very Good,3,I,VS1,4,1199.49817017848
2890,0.46,Ideal,5,G,VVS1,7,2282.23581891765
2891,1.5,Very Good,3,J,VS2,5,8711.68904552768
2892,1.13,Very Good,3,I,VS2,5,6303.27392657984
2893,0.3,Very Good,3,I,SI1,3,-1719.85576906331
2894,2,Very Good,3,E,SI2,2,13671.2361581754
2895,1.68,Ideal,5,I,VS2,5,11341.3654034727
2896,0.3,Ideal,5,D,SI1,3,-128.414625195576
2897,0.81,Premium,4,G,VS1,4,4741.89523812556
2898,0.35,Very Good,3,E,SI1,3,-39.3016993049314
2899,1.54,Ideal,5,D,SI2,2,9938.28433703176
2900,0.32,Ideal,5,H,VVS1,7,570.358673611428
2901,0.9,Ideal,5,E,SI1,3,4998.78977758792
2902,0.79,Ideal,5,I,VS1,4,3749.11430397174
2903,0.5,Ideal,5,D,SI2,2,695.375919804727
2904,1.09,Ideal,5,E,SI1,3,6687.39804611978
2905,0.33,Very Good,3,E,VS2,5,429.527847643048
2906,0.38,Good,2,F,VS2,5,595.561725294405
2907,0.31,Ideal,5,E,VS2,5,401.794518940308
2908,1.21,Very Good,3,G,SI2,2,6356.86348574154
2909,1.19,Ideal,5,E,SI2,2,6622.44739715594
2910,0.55,Ideal,5,G,VVS2,6,2978.05727773187
2911,0.7,Ideal,5,F,SI1,3,3127.87895575715
2912,0.39,Very Good,3,G,VVS1,7,1510.10207305267
2913,1.66,Ideal,5,J,SI2,2,8683.42023729161
2914,1.1,Ideal,5,I,SI1,3,5540.08869273989
2915,1.21,Very Good,3,G,SI2,2,6356.86348574154
2916,0.3,Very Good,3,E,VS1,4,480.45101623368
2917,0.86,Good,2,G,SI2,2,3061.36102143884
2918,0.3,Ideal,5,G,VS1,4,337.148686206629
2919,1.22,Ideal,5,G,VS1,4,8513.5676706767
2920,0.3,Premium,4,E,SI1,3,-461.490923495081
2921,1.2,Ideal,5,G,VS1,4,8335.81943188387
2922,0.31,Ideal,5,H,VVS1,7,481.484554215014
2923,2.01,Very Good,3,I,VS2,5,14124.1964334643
2924,0.37,Ideal,5,J,SI1,3,-1827.6493219178
2925,0.31,Premium,4,E,VS1,4,591.506508422011
2926,0.3,Ideal,5,F,SI1,3,-427.085820099398
2927,0.31,Ideal,5,F,VVS2,6,1044.96721843259
2928,0.27,Very Good,3,F,VVS1,7,643.501446510354
2929,0.32,Ideal,5,D,VVS2,6,1432.51253273283
2930,0.33,Ideal,5,H,IF,8,1023.23586527752
2931,1.86,Very Good,3,H,SI2,2,11666.041772752
2932,0.72,Ideal,5,H,VS1,4,3602.22222709958
2933,1.05,Ideal,5,H,SI1,3,5570.94485466055
2934,1.02,Premium,4,G,VS2,5,6290.70621867038
2935,1.04,Very Good,3,E,SI1,3,6093.01253904762
2936,0.95,Very Good,3,J,VVS2,6,4560.21361211969
2937,0.3,Ideal,5,H,VVS2,6,288.564819065096
2938,0.27,Very Good,3,G,VS1,4,-79.4885820727013
2939,0.32,Premium,4,F,VS2,5,269.406667136066
2940,1.28,Ideal,5,G,SI1,3,8082.6890745345
2941,1.31,Premium,4,F,SI1,3,8421.36670164023
2942,0.3,Premium,4,E,SI1,3,-461.490923495081
2943,1.51,Ideal,5,I,VS1,4,10148.0509005135
2944,0.36,Ideal,5,E,VS2,5,846.165115922377
2945,0.73,Premium,4,F,SI1,3,3266.66777664822
2946,0.33,Ideal,5,G,IF,8,1490.87533903395
2947,1,Premium,4,G,SI2,2,4512.68835120877
2948,0.31,Ideal,5,G,IF,8,1313.12710024112
2949,0.56,Ideal,5,E,VS2,5,2623.64750385065
2950,0.32,Premium,4,G,VVS2,6,806.118994316183
2951,1.53,Premium,4,G,VVS1,7,11663.9330570358
2952,0.52,Very Good,3,H,SI1,3,710.601616560534
2953,0.42,Ideal,5,G,VVS1,7,1926.739341332
2954,0.3,Ideal,5,D,VS2,5,518.16316054523
2955,1,Very Good,3,G,VS2,5,6090.77660708563
2956,0.44,Good,2,E,VS2,5,1222.23487557537
2957,1.01,Good,2,E,VS2,5,6288.05968117096
2958,0.31,Ideal,5,J,VS1,4,-1396.7707257756
2959,2.28,Premium,4,H,SI2,2,15420.9361601933
2960,0.5,Premium,4,D,VS2,5,2167.81201117534
2961,0.5,Ideal,5,E,VVS2,6,2827.00392086694
2962,0.36,Very Good,3,E,SI1,3,49.5724200914829
2963,0.7,Ideal,5,I,SI1,3,1985.12391688333
2964,0.4,Premium,4,D,SI2,2,-321.198811457581
2965,0.52,Good,2,G,VS2,5,1639.91059062954
2966,1.02,Ideal,5,G,SI2,2,4818.27012729977
2967,0.76,Very Good,3,G,VVS2,6,4694.39887496647
2968,2.03,Ideal,5,I,SI2,2,12851.6899536784
2969,1.51,Premium,4,F,VS2,5,10845.4268753093
2970,0.61,Very Good,3,E,SI1,3,2271.42540500183
2971,1,Premium,4,F,VS2,5,6312.8467860922
2972,1.07,Premium,4,E,SI2,2,5428.12442710081
2973,1.21,Very Good,3,F,VS1,4,8474.56744740485
2974,0.46,Fair,1,G,VS1,4,742.044398000977
2975,0.79,Good,2,I,VS2,5,3096.64558167355
2976,0.32,Ideal,5,F,VVS2,6,1133.84133782901
2977,0.4,Ideal,5,F,VS2,5,1108.23315960555
2978,0.51,Fair,1,E,VS2,5,1162.18670832031
2979,1.05,Premium,4,J,VS1,4,5052.08057226085
2980,0.43,Very Good,3,H,SI1,3,-89.2654580071899
2981,0.3,Ideal,5,G,VVS2,6,756.204292821526
2982,1.51,Premium,4,E,SI1,3,10292.277523471
2983,1.54,Ideal,5,J,VS2,5,9217.20043320342
2984,1.16,Ideal,5,I,VS2,5,6719.91119485917
2985,1.01,Premium,4,D,SI1,3,6053.81431465163
2986,1.01,Very Good,3,I,VS2,5,5236.78449382288
2987,0.83,Premium,4,H,SI1,3,3487.88069064128
2988,0.93,Very Good,3,F,VS2,5,5668.54657752539
2989,1.2,Very Good,3,G,SI2,2,6267.98936634513
2990,0.8,Ideal,5,E,VVS2,6,5493.22750275936
2991,1.11,Ideal,5,D,VVS2,6,8453.56796504952
2992,1.31,Premium,4,H,SI2,2,6800.14657874117
2993,1.11,Good,2,F,SI1,3,6436.79465549181
2994,1.1,Good,2,D,SI2,2,5692.89988807124
2995,1.22,Premium,4,I,SI2,2,5525.05274527071
2996,0.72,Ideal,5,F,SI2,2,2351.93535162201
2997,1.09,Premium,4,I,VS2,5,5969.95882178611
2998,1.05,Very Good,3,G,SI1,3,5888.5694183269
2999,0.7,Fair,1,G,SI1,3,1910.89995099423
3000,1.01,Very Good,3,F,SI1,3,5732.96174695589
